name,time,value
humidity,1657990407893607178,51
humidity,1657990417144851417,52
humidity,1657990426413485211,51
humidity,1657990435673756407,51
humidity,1657990444935910546,51
humidity,1657990454210878394,52
humidity,1657990463476301965,51
humidity,1657990472756363166,51
humidity,1657990482005179278,52
humidity,1657990491290301066,51
humidity,1657990500565435455,51
humidity,1657990509826264441,51
humidity,1657990519099103509,51
humidity,1657990528376034442,51
humidity,1657990537625024008,51
humidity,1657990546896108269,51
humidity,1657990556165115156,51
humidity,1657990565419600622,51
humidity,1657990574691868785,51
humidity,1657990583958310484,51
humidity,1657990593213881759,51
humidity,1657990602483354396,51
humidity,1657990611737343105,51
humidity,1657990620991663824,51
humidity,1657990630242302932,51
humidity,1657990639509696887,50
humidity,1657990648753558785,51
humidity,1657990658015450594,51
humidity,1657990667274677590,51
humidity,1657990676541359811,51
humidity,1657990685815591850,51
humidity,1657990695081325223,51
humidity,1657990704333081917,52
humidity,1657990713582935638,51
humidity,1657990722850947395,51
humidity,1657990732099869840,51
humidity,1657990741349012721,51
humidity,1657990750598976734,51
humidity,1657990759879152610,51
humidity,1657990769154247454,51
humidity,1657990778418037709,51
humidity,1657990787674072192,52
humidity,1657990796929999067,51
humidity,1657990806175781402,52
humidity,1657990815443379900,51
humidity,1657990824705201310,52
humidity,1657990833974142636,51
humidity,1657990843235517313,52
humidity,1657990852499398165,52
humidity,1657990861761445556,52
humidity,1657990871012162774,52
humidity,1657990880281317500,51
humidity,1657990889534522857,52
humidity,1657990898808388845,51
humidity,1657990908076581529,51
humidity,1657990917336587003,51
humidity,1657990926590678823,52
humidity,1657990935847604093,51
humidity,1657990945117877372,51
humidity,1657990954403443581,51
humidity,1657990963657539172,51
humidity,1657990972928728352,51
humidity,1657990982194245945,51
humidity,1657990991476090759,51
humidity,1657991000751840370,51
humidity,1657991010013894811,52
humidity,1657991019276754063,51
humidity,1657991028530866532,51
humidity,1657991037784724046,52
humidity,1657991047040602223,51
humidity,1657991056310013216,52
humidity,1657991065577688700,51
humidity,1657991074853676600,51
humidity,1657991084119162459,51
humidity,1657991093360056298,51
humidity,1657991102624982887,52
humidity,1657991111883279532,51
humidity,1657991121130010095,51
humidity,1657991130395125496,52
humidity,1657991139667299565,51
humidity,1657991148920234713,51
humidity,1657991158203450490,51
humidity,1657991167465076574,51
humidity,1657991176723453421,51
humidity,1657991185993312439,51
humidity,1657991195253076210,51
humidity,1657991204545474380,51
humidity,1657991213807047616,51
humidity,1657991223065440396,51
humidity,1657991232338732383,51
humidity,1657991241604663893,51
humidity,1657991250872449450,51
humidity,1657991260135832362,51
humidity,1657991269398844249,51
humidity,1657991278657706940,51
humidity,1657991287935784127,51
humidity,1657991297193761163,51
humidity,1657991306463984340,51
humidity,1657991315725904983,51
humidity,1657991325070650749,52
humidity,1657991334310412923,51
humidity,1657991343546468689,51
humidity,1657991352817532504,52
humidity,1657991362096545676,51
humidity,1657991371381997360,52
humidity,1657991380627311262,52
humidity,1657991389881366722,53
humidity,1657991399130948777,51
humidity,1657991408386492569,51
humidity,1657991417661561801,52
humidity,1657991426920721588,52
humidity,1657991436189329809,52
humidity,1657991445442026601,52
humidity,1657991454697773552,52
humidity,1657991463951689612,52
humidity,1657991473220765923,52
humidity,1657991482494132037,52
humidity,1657991491753912797,52
humidity,1657991501023586410,52
humidity,1657991510292233678,53
humidity,1657991519584258470,52
humidity,1657991528837593120,52
humidity,1657991538094930721,52
humidity,1657991547357183048,52
humidity,1657991556631643057,53
humidity,1657991565903926700,52
humidity,1657991575205587960,52
humidity,1657991584425502922,52
humidity,1657991593684531773,53
humidity,1657991602938568883,52
humidity,1657991612209200752,52
humidity,1657991621476131065,52
humidity,1657991630720842352,52
humidity,1657991639980627215,52
humidity,1657991649267632788,52
humidity,1657991658544121841,52
humidity,1657991667812478861,52
humidity,1657991677076005723,52
