name,time,external,internal
temperature,1657996974624697426,110,30.4
temperature,1657996983879261609,110,30.1
temperature,1657996993151266042,110,30.6
temperature,1657997002407421345,110,30.2
temperature,1657997011674241155,110,30.3
temperature,1657997020934185783,110,30.5
temperature,1657997030195860538,110,30.3
temperature,1657997039451290422,110,30.6
temperature,1657997048733989012,110,29.5
temperature,1657997057988369766,110,30.6
temperature,1657997067253974516,110,29.7
temperature,1657997076519956154,110,30.3
temperature,1657997085771533642,110,30.6
temperature,1657997095030521759,110,30.2
temperature,1657997104280446029,110,30.2
temperature,1657997113530187050,110,30.1
temperature,1657997122797502893,110,30.1
temperature,1657997132067540086,110,29.8
temperature,1657997141329564711,110,30.8
temperature,1657997150583813179,110,30.1
temperature,1657997159848181555,110,30.6
temperature,1657997169107149663,110,30.3
temperature,1657997178349795103,110,30.8
temperature,1657997187615822526,110,29.8
temperature,1657997196883248981,110,30.1
temperature,1657997206143967603,110,31.1
temperature,1657997215407783945,110,30.1
temperature,1657997224674906843,110,29.7
temperature,1657997233940882454,110,30.4
temperature,1657997243214056923,110,30.3
temperature,1657997252480049372,110,30.7
temperature,1657997261761141755,110,30.3
temperature,1657997271032272281,110,30.3
temperature,1657997280278083311,110,30
temperature,1657997289554660529,110,30.5
temperature,1657997298816796352,110,30.1
temperature,1657997308073185039,110,30.1
temperature,1657997317361415290,110,30.2
temperature,1657997326661848409,110,29.9
temperature,1657997335926276496,110,29.8
temperature,1657997345187188204,110,30
temperature,1657997354440151978,110,30.4
temperature,1657997363691306236,110,30.5
temperature,1657997372957704512,110,30.6
temperature,1657997382208203376,110,30.3
temperature,1657997391482832318,110,30.4
temperature,1657997400744814440,110,30.3
temperature,1657997409988550983,110,30.2
temperature,1657997419253342578,110,30.1
temperature,1657997428508370518,110,30.6
temperature,1657997437789151279,110,30.3
temperature,1657997447051166342,110,30.3
temperature,1657997456300325073,110,30.4
temperature,1657997465565942610,110,29.7
temperature,1657997474833666640,110,29.6
temperature,1657997484085872225,110,30
temperature,1657997493351777281,110,30.8
temperature,1657997502618032927,110,30.2
temperature,1657997511904829795,110,29.8
temperature,1657997521168973027,110,29.9
temperature,1657997530425324301,110,30.4
temperature,1657997539691904810,110,30.3
temperature,1657997548967208402,110,29.7
temperature,1657997558246974459,110,30.3
temperature,1657997567495892070,110,29.6
temperature,1657997576765101384,110,29.9
temperature,1657997586025468766,110,30.5
temperature,1657997595289488075,110,29.9
temperature,1657997604551017544,110,30.3
temperature,1657997613814639111,110,29.6
temperature,1657997623069298973,110,30.2
temperature,1657997632332338551,110,30
temperature,1657997641584400627,110,30.5
temperature,1657997650835074239,110,29.8
temperature,1657997660115507458,110,30.6
temperature,1657997669393496136,110,30.8
temperature,1657997678655483743,110,30.5
temperature,1657997687916412271,110,30.7
temperature,1657997697175488032,110,30.6
temperature,1657997706442019305,110,30.8
temperature,1657997715693510543,110,30
temperature,1657997724945084815,110,29.9
temperature,1657997734290326598,110,29.7
temperature,1657997743522228886,110,29.8
temperature,1657997752746824173,110,29.6
temperature,1657997771062051925,110,29.6
temperature,1657997771248517603,110,30.6
temperature,1657997789828935820,110,30.8
temperature,1657997799108662095,110,30.4
temperature,1657997808376670600,110,30.6
temperature,1657997817637035000,110,30.3
temperature,1657997826918329647,110,30.5
temperature,1657997836180393367,110,30.3
temperature,1657997845429955535,110,29.6
temperature,1657997854692105044,110,30.1
temperature,1657997863954157929,110,29.7
temperature,1657997873216211534,110,30.1
temperature,1657997882490199256,110,30.1
temperature,1657997891756029838,110,30.2
temperature,1657997901036034523,110,30
temperature,1657997910301905661,110,30
temperature,1657997919568328871,110,30.2
temperature,1657997928827814794,110,30.3
temperature,1657997938119277954,110,30.5
temperature,1657997947407012445,110,29.8
temperature,1657997956674306086,110,29.9
temperature,1657997965926388953,110,30.6
temperature,1657997975190536266,110,30.1
temperature,1657997984474387634,110,29.9
temperature,1657997993732342013,110,30.2
temperature,1657998002997417925,110,30
temperature,1657998012249361012,110,30.4
temperature,1657998021508561325,110,30.1
temperature,1657998030763842387,110,30.1
temperature,1657998040019618802,110,29.8
temperature,1657998049287179634,110,30.4
temperature,1657998058570814325,110,29.3
temperature,1657998067847627269,110,30.1
temperature,1657998077136791804,110,30.4
temperature,1657998086390498553,110,30.4
temperature,1657998095654742219,110,30.3
temperature,1657998104916773745,110,29.8
temperature,1657998114187097049,110,30.2
temperature,1657998123447747286,110,30.2
temperature,1657998132707487503,110,29.3
temperature,1657998141964855287,110,30.3
temperature,1657998151233927420,110,30.3
temperature,1657998160502998518,110,30.3
temperature,1657998169768142776,110,29.9
temperature,1657998179011100057,110,30.1
temperature,1657998188270752276,110,30.1
temperature,1657998197529339918,110,29.2
temperature,1657998206795134595,110,30.1
temperature,1657998216062240801,110,29.9
temperature,1657998225324463001,110,30.5
temperature,1657998234587896567,110,29.9
temperature,1657998243859902385,110,30.2
temperature,1657998253145945708,110,30.6
temperature,1657998262413292843,110,29.8
temperature,1657998271656739515,110,30.3
temperature,1657998280922567099,110,30
temperature,1657998290187606853,110,30.3
temperature,1657998299435411688,110,30.3
temperature,1657998308686874853,110,30.1
temperature,1657998317945096339,110,30.4
temperature,1657998327199640082,110,30.5
temperature,1657998336456795064,110,29.5
temperature,1657998345722632307,110,30.2
temperature,1657998355005519283,110,29.6
temperature,1657998364265513791,110,30.2
temperature,1657998373523340937,110,30.3
temperature,1657998382789705834,110,30.2
temperature,1657998392050796294,110,30.3
temperature,1657998401309808735,110,29.9
temperature,1657998410555005992,110,30.3
temperature,1657998419832920761,110,30.1
temperature,1657998429095913952,110,30.1
temperature,1657998438353699419,110,30.2
temperature,1657998447607860638,110,30.2
temperature,1657998456879913678,110,30.2
temperature,1657998466146595538,110,30.2
temperature,1657998475394638372,110,30.6
temperature,1657998484647306934,110,30.4
temperature,1657998493928192614,110,30.6
temperature,1657998503210601954,110,30.1
temperature,1657998512471176627,110,29.6
temperature,1657998521725895896,110,29.8
temperature,1657998530990230069,110,30.1
temperature,1657998540249923073,110,29.8
temperature,1657998549522263142,110,29.6
temperature,1657998558779468694,110,30.6
temperature,1657998568043944345,110,30.4
temperature,1657998577311168419,110,29.8
temperature,1657998586573108555,110,30.8
temperature,1657998595831875944,110,29.8
temperature,1657998605093274611,110,29.7
temperature,1657998614358610595,110,30.2
temperature,1657998623623447864,110,30.1
temperature,1657998632882895479,110,30.2
temperature,1657998642137051577,110,30.1
temperature,1657998651398026178,110,30.3
temperature,1657998660648759867,110,30.1
temperature,1657998669914399905,110,30.4
temperature,1657998679163447339,110,29.8
temperature,1657998688424475521,110,29.1
temperature,1657998697688002883,110,31.3
temperature,1657998706952462462,110,30.1
temperature,1657998716204934378,110,30.1
temperature,1657998725470266273,110,30.2
temperature,1657998734734357640,110,29.8
temperature,1657998743996167000,110,29.8
temperature,1657998753253003765,110,29.9
temperature,1657998762508270239,110,29.5
temperature,1657998771784883246,110,30.2
temperature,1657998781043182559,110,29.6
temperature,1657998790311702322,110,30.3
temperature,1657998799568355065,110,29.9
temperature,1657998808822753681,110,30.3
temperature,1657998818093481604,110,30
temperature,1657998827365689085,110,30.3
temperature,1657998836637123139,110,30.2
temperature,1657998845915865151,110,30.2
temperature,1657998855205345253,110,29.8
temperature,1657998864453298813,110,30.2
temperature,1657998873729363145,110,30.1
temperature,1657998883000195498,110,30.2
temperature,1657998892269556638,110,30.2
temperature,1657998901520490161,110,29.8
temperature,1657998910805731852,110,30.3
temperature,1657998920090300422,110,30.4
temperature,1657998929341261270,110,30.1
temperature,1657998938599166129,110,30.1
temperature,1657998947859958104,110,29.8
temperature,1657998957116725053,110,30.4
temperature,1657998966376670279,110,30.2
temperature,1657998975651223574,110,31.3
temperature,1657998984914658614,110,30.3
temperature,1657998994187275923,110,29.6
temperature,1657999003455731539,110,30
temperature,1657999012718392252,110,30.9
temperature,1657999021976893696,110,30.1
temperature,1657999031240689961,110,30.4
temperature,1657999040514470246,110,30.5
temperature,1657999049793872495,110,30.3
temperature,1657999059065762754,110,29.8
temperature,1657999068339230019,110,30.1
temperature,1657999077603110556,110,29.8
temperature,1657999086863957045,110,30.7
temperature,1657999096119751379,110,30.5
temperature,1657999105381665619,110,30.1
temperature,1657999114659639488,110,29.9
temperature,1657999123934649017,110,30.3
temperature,1657999133208291961,110,29.7
temperature,1657999142459532780,110,30.3
temperature,1657999151727125169,110,30.5
temperature,1657999160985433821,110,30.5
temperature,1657999170264598836,110,30.6
temperature,1657999179524654031,110,30.3
temperature,1657999188780983683,110,29.8
temperature,1657999198049054902,110,30.3
temperature,1657999207313584869,110,30.7
temperature,1657999216564400874,110,30.3
temperature,1657999225830294494,110,30.1
temperature,1657999235092397384,110,28.9
temperature,1657999244344001540,110,30.1
temperature,1657999253602939588,110,29.3
temperature,1657999262878444183,110,30.6
temperature,1657999272129713098,110,30.2
temperature,1657999281394640892,110,29.6
temperature,1657999290659768439,110,30.2
temperature,1657999299915031179,110,30.1
temperature,1657999309175717812,110,29.9
temperature,1657999318438281777,110,30.1
temperature,1657999327698270936,110,30
temperature,1657999336957021632,110,30.1
temperature,1657999346214561584,110,30.6
temperature,1657999355483365364,110,30.1
temperature,1657999364739892541,110,30.2
temperature,1657999374008945435,110,30.2
temperature,1657999383259460876,110,29.6
temperature,1657999392524819581,110,30.2
temperature,1657999401775699096,110,31
temperature,1657999411023031092,110,30.1
temperature,1657999420281793956,110,30.6
temperature,1657999429544586884,110,30.4
temperature,1657999438827436992,110,30.1
temperature,1657999448084266537,110,30
temperature,1657999457348337918,110,30.4
temperature,1657999466617167775,110,30.1
temperature,1657999475888636203,110,29.8
temperature,1657999485142095770,110,30.6
temperature,1657999494403879183,110,30.1
temperature,1657999503662960864,110,30.3
temperature,1657999512925385518,110,30.2
temperature,1657999522214240286,110,29.7
temperature,1657999531482041090,110,30.3
temperature,1657999540739831636,110,29.3
temperature,1657999550021576700,110,30.3
temperature,1657999559278536460,110,30.1
temperature,1657999568553477971,110,29.6
temperature,1657999577833322823,110,29.6
temperature,1657999587099331660,110,30.3
temperature,1657999596350160745,110,30.6
temperature,1657999605613441545,110,30
temperature,1657999614863289297,110,30.3
temperature,1657999624131195705,110,30.1
temperature,1657999633395778407,110,29.6
temperature,1657999642658755119,110,30.3
temperature,1657999651920856594,110,30
temperature,1657999661200034010,110,30
temperature,1657999670471300836,110,30.1
temperature,1657999679720841959,110,30.3
temperature,1657999688985980817,110,30.2
temperature,1657999698237116933,110,30
temperature,1657999707502363137,110,29.9
temperature,1657999716774561417,110,29.7
temperature,1657999726040575798,110,30.4
temperature,1657999735311533998,110,30
temperature,1657999744588835770,110,30
temperature,1657999753843454224,110,30.1
temperature,1657999763100982418,110,30.3
temperature,1657999772368372827,110,29.9
temperature,1657999781632479481,110,30.5
temperature,1657999790908267360,110,30.1
temperature,1657999800176210518,110,30.2
temperature,1657999809426359364,110,30.8
temperature,1657999818680784093,110,29.8
temperature,1657999827947098977,110,30.3
temperature,1657999837223068417,110,30.1
temperature,1657999846474716317,110,29.8
temperature,1657999855744079080,110,30.1
temperature,1657999865009093775,110,30.6
temperature,1657999874268358181,110,30.1
temperature,1657999883529417271,110,30.1
temperature,1657999892786429340,110,30.2
temperature,1657999902061900797,110,29.5
temperature,1657999911322980816,110,30
temperature,1657999920573573412,110,30.1
temperature,1657999929835084178,110,29
temperature,1657999939093612161,110,29.9
temperature,1657999948346548687,110,29.6
temperature,1657999957607531044,110,30.5
temperature,1657999966870685440,110,30.1
temperature,1657999976143182286,110,30.4
temperature,1657999985412631144,110,30
temperature,1657999994679526099,110,29.9
temperature,1658000003961033143,110,30.1
temperature,1658000013227542632,110,30
temperature,1658000022503817246,110,30.1
temperature,1658000031777328211,110,30
temperature,1658000041015338497,110,29.9
temperature,1658000050282958994,110,30.9
temperature,1658000059546423931,110,30.3
temperature,1658000068813681610,110,30.4
temperature,1658000078076934115,110,30.3
temperature,1658000087335253797,110,29.2
temperature,1658000096597786097,110,30.1
temperature,1658000105869980976,110,30.3
temperature,1658000115131177517,110,29.3
temperature,1658000124385940570,110,30.5
temperature,1658000133643017719,110,29.6
temperature,1658000142911227892,110,30.1
temperature,1658000152178994116,110,30.7
temperature,1658000161450352001,110,30
temperature,1658000170707822269,110,29.8
temperature,1658000179981450981,110,30.4
temperature,1658000189242419857,110,30.1
temperature,1658000198507103070,110,30.1
temperature,1658000207759704602,110,30.5
temperature,1658000217020455869,110,30.2
temperature,1658000226267350510,110,29.8
temperature,1658000235541253601,110,30.2
temperature,1658000244798681479,110,29.4
temperature,1658000254054687655,110,30.6
temperature,1658000263329603566,110,30.2
temperature,1658000272610181668,110,30.1
temperature,1658000281887670019,110,29.8
temperature,1658000291174868112,110,30.3
temperature,1658000300441316115,110,30
temperature,1658000309706479967,110,30.1
temperature,1658000318956166109,110,30.1
temperature,1658000328229246818,110,30.2
temperature,1658000337490572164,110,30.6
temperature,1658000346763545299,110,30.6
temperature,1658000356026973000,110,29.3
temperature,1658000365316165142,110,29.9
temperature,1658000374597233854,110,29.3
temperature,1658000383854247728,110,30
temperature,1658000393112374090,110,29.8
temperature,1658000402386064986,110,29.8
temperature,1658000411642780495,110,29.5
temperature,1658000420898180962,110,30.2
temperature,1658000430156207969,110,29.5
temperature,1658000439431138322,110,29.7
temperature,1658000448701174992,110,30.1
temperature,1658000457947037028,110,29.3
temperature,1658000467218129006,110,30.1
temperature,1658000476486320741,110,29.7
temperature,1658000485732577584,110,30
temperature,1658000494995825250,110,30
temperature,1658000504261662403,110,30
temperature,1658000513510104960,110,29.6
temperature,1658000522763785887,110,30.1
temperature,1658000532037122229,110,30.1
temperature,1658000541312571544,110,29.7
temperature,1658000550579130575,110,29.4
temperature,1658000559842322773,110,29.8
temperature,1658000569100803877,110,30.1
temperature,1658000578361538829,110,29.8
temperature,1658000587636486627,110,29.6
temperature,1658000596899851247,110,29.6
temperature,1658000606167567234,110,29.6
temperature,1658000615428925565,110,28.8
temperature,1658000624702758568,110,31
temperature,1658000633972443757,110,29.6
temperature,1658000643249176534,110,30.2
temperature,1658000652525955416,110,30.1
temperature,1658000661808198656,110,29.6
temperature,1658000671068045242,110,30.2
temperature,1658000680332338456,110,30.1
temperature,1658000689586837616,110,30.6
temperature,1658000698846399360,110,29.8
temperature,1658000708107468954,110,30.4
temperature,1658000717375481641,110,30.1
temperature,1658000726634130460,110,30.1
temperature,1658000735907306009,110,30.3
temperature,1658000745179536639,110,30.3
temperature,1658000754445887864,110,29.7
temperature,1658000763727432906,110,30.3
temperature,1658000772992342813,110,29.8
temperature,1658000782236816118,110,29.8
temperature,1658000791486937968,110,30.4
temperature,1658000800742778796,110,29.7
temperature,1658000810010057374,110,30.1
temperature,1658000819263859468,110,30.2
temperature,1658000828531380666,110,30.1
temperature,1658000837779153944,110,29.9
temperature,1658000847051250962,110,29.1
temperature,1658000856325837517,110,30.5
temperature,1658000865602463084,110,29.8
temperature,1658000874875745488,110,29.8
temperature,1658000884155016772,110,29.8
temperature,1658000893420345660,110,30
temperature,1658000902694120567,110,29.7
temperature,1658000911978089729,110,29.8
temperature,1658000921236860276,110,29.8
temperature,1658000930510521089,110,30.1
temperature,1658000939766425238,110,29.8
temperature,1658000949042980690,110,29.5
temperature,1658000958324529181,110,29.6
temperature,1658000967577821377,110,29.7
temperature,1658000976852942420,110,29.3
temperature,1658000986122091531,110,30.3
temperature,1658000995389108805,110,30.3
temperature,1658001004660215223,110,29.9
temperature,1658001013927117346,110,30
temperature,1658001023196775779,110,30.2
temperature,1658001032455997768,110,30.1
temperature,1658001041712816201,110,30.3
temperature,1658001050983204215,110,30.2
temperature,1658001060242341731,110,30.1
temperature,1658001069493200432,110,29.5
temperature,1658001078763859787,110,30.3
temperature,1658001088014602611,110,30
temperature,1658001097274186172,110,29.6
temperature,1658001106548549537,110,29.8
temperature,1658001115815997105,110,30.1
temperature,1658001125093932172,110,30.8
temperature,1658001134371143599,110,30.2
temperature,1658001143636042781,110,29
temperature,1658001152893450200,110,29.6
temperature,1658001162152003425,110,29.7
temperature,1658001171439791741,110,29.9
temperature,1658001180708695703,110,29.5
temperature,1658001189971632100,110,30.4
temperature,1658001199229940412,110,29.9
temperature,1658001208486900605,110,30
temperature,1658001217752175235,110,30.2
temperature,1658001227014459894,110,29.6
temperature,1658001236263485311,110,29.7
temperature,1658001245522742940,110,29.9
temperature,1658001254793093005,110,30.2
temperature,1658001264053010515,110,29.6
temperature,1658001273315199962,110,30
temperature,1658001282586022021,110,29.9
temperature,1658001291856778604,110,29.8
temperature,1658001301143012796,110,29.6
temperature,1658001310402066166,110,29.5
temperature,1658001319660184845,110,29.5
temperature,1658001328940903710,110,29.6
temperature,1658001338205672568,110,29.9
temperature,1658001347462717463,110,30.2
temperature,1658001356733916451,110,29.6
temperature,1658001371006868715,110,29.3
temperature,1658001380316668848,110,30.1
temperature,1658001389569092363,110,30
temperature,1658001398821087623,110,29.9
temperature,1658001408087183399,110,30.3
temperature,1658001417342619420,110,29.8
temperature,1658001426605655650,110,30.1
temperature,1658001435870271221,110,29.8
temperature,1658001445139802559,110,29.8
temperature,1658001454399699892,110,30.1
temperature,1658001463666338503,110,30.5
temperature,1658001472933653105,110,29.4
temperature,1658001482193456328,110,29.5
temperature,1658001491465761750,110,29
temperature,1658001500726487107,110,30.1
temperature,1658001509969588217,110,29.5
temperature,1658001519228089501,110,30.1
temperature,1658001528482552069,110,29.9
temperature,1658001537758405499,110,30.1
temperature,1658001547019490318,110,29.5
temperature,1658001556282623203,110,29.5
temperature,1658001565536708732,110,29.8
temperature,1658001574801895245,110,29.6
temperature,1658001584059652797,110,29.8
temperature,1658001593320068714,110,29.4
temperature,1658001602578279686,110,29.7
temperature,1658001611846243653,110,29.8
temperature,1658001621094585571,110,29.9
